"","lat","lon"
"1276",47,-2.5
"1277",25.5,-1.875
"1278",26,-1.875
"1279",26.5,-1.875
"1280",27,-1.875
"1281",27.5,-1.875
"1282",28,-1.875
"1283",28.5,-1.875
"1284",29,-1.875
"1285",29.5,-1.875
"1286",30,-1.875
"1287",30.5,-1.875
"1288",31,-1.875
"1289",31.5,-1.875
"1290",32,-1.875
"1291",32.5,-1.875
"1292",33,-1.875
"1293",33.5,-1.875
"1294",34,-1.875
"1295",34.5,-1.875
"1296",35,-1.875
"1297",35.5,-1.875
"1298",36,-1.875
"1299",36.5,-1.875
"1300",37,-1.875
"1301",37.5,-1.875
"1302",38,-1.875
"1303",38.5,-1.875
"1304",39,-1.875
"1305",39.5,-1.875
"1306",40,-1.875
"1307",40.5,-1.875
"1308",41,-1.875
"1309",41.5,-1.875
"1310",42,-1.875
"1311",42.5,-1.875
"1312",43,-1.875
"1313",43.5,-1.875
"1314",44,-1.875
"1315",44.5,-1.875
"1316",45,-1.875
"1317",45.5,-1.875
"1318",46,-1.875
"1319",46.5,-1.875
"1320",47,-1.875
"1321",25.5,-1.25
"1322",26,-1.25
"1323",26.5,-1.25
"1324",27,-1.25
"1325",27.5,-1.25
"1326",28,-1.25
"1327",28.5,-1.25
"1328",29,-1.25
"1329",29.5,-1.25
"1330",30,-1.25
"1331",30.5,-1.25
"1332",31,-1.25
"1333",31.5,-1.25
"1334",32,-1.25
"1335",32.5,-1.25
"1336",33,-1.25
"1337",33.5,-1.25
"1338",34,-1.25
"1339",34.5,-1.25
"1340",35,-1.25
"1341",35.5,-1.25
"1342",36,-1.25
"1343",36.5,-1.25
"1344",37,-1.25
"1345",37.5,-1.25
"1346",38,-1.25
"1347",38.5,-1.25
"1348",39,-1.25
"1349",39.5,-1.25
"1350",40,-1.25
"1351",40.5,-1.25
"1352",41,-1.25
"1353",41.5,-1.25
"1354",42,-1.25
"1355",42.5,-1.25
"1356",43,-1.25
"1357",43.5,-1.25
"1358",44,-1.25
"1359",44.5,-1.25
"1360",45,-1.25
"1361",45.5,-1.25
"1362",46,-1.25
"1363",46.5,-1.25
"1364",47,-1.25
"1365",25.5,-0.625
"1366",26,-0.625
"1367",26.5,-0.625
"1368",27,-0.625
"1369",27.5,-0.625
"1370",28,-0.625
"1371",28.5,-0.625
"1372",29,-0.625
"1373",29.5,-0.625
"1374",30,-0.625
"1375",30.5,-0.625
"1376",31,-0.625
"1377",31.5,-0.625
"1378",32,-0.625
"1379",32.5,-0.625
"1380",33,-0.625
"1381",33.5,-0.625
"1382",34,-0.625
"1383",34.5,-0.625
"1384",35,-0.625
"1385",35.5,-0.625
"1386",36,-0.625
"1387",36.5,-0.625
"1388",37,-0.625
"1389",37.5,-0.625
"1390",38,-0.625
"1391",38.5,-0.625
"1392",39,-0.625
"1393",39.5,-0.625
"1394",40,-0.625
"1395",40.5,-0.625
"1396",41,-0.625
"1397",41.5,-0.625
"1398",42,-0.625
"1399",42.5,-0.625
"1400",43,-0.625
"1401",43.5,-0.625
"1402",44,-0.625
"1403",44.5,-0.625
"1404",45,-0.625
"1405",45.5,-0.625
"1406",46,-0.625
"1407",46.5,-0.625
"1408",47,-0.625
"1409",25.5,-5.92030439429403e-13
"1410",26,-5.92030439429403e-13
"1411",26.5,-5.92030439429403e-13
"1412",27,-5.92030439429403e-13
"1413",27.5,-5.92030439429403e-13
"1414",28,-5.92030439429403e-13
"1415",28.5,-5.92030439429403e-13
"1416",29,-5.92030439429403e-13
"1417",29.5,-5.92030439429403e-13
"1418",30,-5.92030439429403e-13
"1419",30.5,-5.92030439429403e-13
"1420",31,-5.92030439429403e-13
"1421",31.5,-5.92030439429403e-13
"1422",32,-5.92030439429403e-13
"1423",32.5,-5.92030439429403e-13
"1424",33,-5.92030439429403e-13
"1425",33.5,-5.92030439429403e-13
"1426",34,-5.92030439429403e-13
"1427",34.5,-5.92030439429403e-13
"1428",35,-5.92030439429403e-13
"1429",35.5,-5.92030439429403e-13
"1430",36,-5.92030439429403e-13
"1431",36.5,-5.92030439429403e-13
"1432",37,-5.92030439429403e-13
"1433",37.5,-5.92030439429403e-13
"1434",38,-5.92030439429403e-13
"1435",38.5,-5.92030439429403e-13
"1436",39,-5.92030439429403e-13
"1437",39.5,-5.92030439429403e-13
"1438",40,-5.92030439429403e-13
"1439",40.5,-5.92030439429403e-13
"1440",41,-5.92030439429403e-13
"1441",41.5,-5.92030439429403e-13
"1442",42,-5.92030439429403e-13
"1443",42.5,-5.92030439429403e-13
"1444",43,-5.92030439429403e-13
"1445",43.5,-5.92030439429403e-13
"1446",44,-5.92030439429403e-13
"1447",44.5,-5.92030439429403e-13
"1448",45,-5.92030439429403e-13
"1449",45.5,-5.92030439429403e-13
"1450",46,-5.92030439429403e-13
"1451",46.5,-5.92030439429403e-13
"1452",47,-5.92030439429403e-13
"1453",25.5,0.625
"1454",26,0.625
"1455",26.5,0.625
"1456",27,0.625
"1457",27.5,0.625
"1458",28,0.625
"1459",28.5,0.625
"1460",29,0.625
"1461",29.5,0.625
"1462",30,0.625
"1463",30.5,0.625
"1464",31,0.625
"1465",31.5,0.625
"1466",32,0.625
"1467",32.5,0.625
"1468",33,0.625
"1469",33.5,0.625
"1470",34,0.625
"1471",34.5,0.625
"1472",35,0.625
"1473",35.5,0.625
"1474",36,0.625
"1475",36.5,0.625
"1476",37,0.625
"1477",37.5,0.625
"1478",38,0.625
"1479",38.5,0.625
"1480",39,0.625
"1481",39.5,0.625
"1482",40,0.625
"1483",40.5,0.625
"1484",41,0.625
"1485",41.5,0.625
"1486",42,0.625
"1487",42.5,0.625
"1488",43,0.625
"1489",43.5,0.625
"1490",44,0.625
"1491",44.5,0.625
"1492",45,0.625
"1493",45.5,0.625
"1494",46,0.625
"1495",46.5,0.625
"1496",47,0.625
"1497",25.5,1.25
"1498",26,1.25
"1499",26.5,1.25
"1500",27,1.25
"1501",27.5,1.25
"1502",28,1.25
"1503",28.5,1.25
"1504",29,1.25
"1505",29.5,1.25
"1506",30,1.25
"1507",30.5,1.25
"1508",31,1.25
"1509",31.5,1.25
"1510",32,1.25
"1511",32.5,1.25
"1512",33,1.25
"1513",33.5,1.25
"1514",34,1.25
"1515",34.5,1.25
"1516",35,1.25
"1517",35.5,1.25
"1518",36,1.25
"1519",36.5,1.25
"1520",37,1.25
"1521",37.5,1.25
"1522",38,1.25
"1523",38.5,1.25
"1524",39,1.25
"1525",39.5,1.25
"1526",40,1.25
"1527",40.5,1.25
"1528",41,1.25
"1529",41.5,1.25
"1530",42,1.25
"1531",42.5,1.25
"1532",43,1.25
"1533",43.5,1.25
"1534",44,1.25
"1535",44.5,1.25
"1536",45,1.25
"1537",45.5,1.25
"1538",46,1.25
"1539",46.5,1.25
"1540",47,1.25
"1541",25.5,1.875
"1542",26,1.875
"1543",26.5,1.875
"1544",27,1.875
"1545",27.5,1.875
"1546",28,1.875
"1547",28.5,1.875
"1548",29,1.875
"1549",29.5,1.875
"1550",30,1.875
"1551",30.5,1.875
"1552",31,1.875
"1553",31.5,1.875
"1554",32,1.875
"1555",32.5,1.875
"1556",33,1.875
"1557",33.5,1.875
"1558",34,1.875
"1559",34.5,1.875
"1560",35,1.875
"1561",35.5,1.875
"1562",36,1.875
"1563",36.5,1.875
"1564",37,1.875
"1565",37.5,1.875
"1566",38,1.875
"1567",38.5,1.875
"1568",39,1.875
"1569",39.5,1.875
"1570",40,1.875
"1571",40.5,1.875
"1572",41,1.875
"1573",41.5,1.875
"1574",42,1.875
"1575",42.5,1.875
"1576",43,1.875
"1577",43.5,1.875
"1578",44,1.875
"1579",44.5,1.875
"1580",45,1.875
"1581",45.5,1.875
"1582",46,1.875
"1583",46.5,1.875
"1584",47,1.875
"1585",25.5,2.5
"1586",26,2.5
"1587",26.5,2.5
"1588",27,2.5
"1589",27.5,2.5
"1590",28,2.5
"1591",28.5,2.5
"1592",29,2.5
"1593",29.5,2.5
"1594",30,2.5
"1595",30.5,2.5
"1596",31,2.5
"1597",31.5,2.5
"1598",32,2.5
"1599",32.5,2.5
"1600",33,2.5
"1601",33.5,2.5
"1602",34,2.5
"1603",34.5,2.5
"1604",35,2.5
"1605",35.5,2.5
"1606",36,2.5
"1607",36.5,2.5
"1608",37,2.5
"1609",37.5,2.5
"1610",38,2.5
"1611",38.5,2.5
"1612",39,2.5
"1613",39.5,2.5
"1614",40,2.5
"1615",40.5,2.5
"1616",41,2.5
"1617",41.5,2.5
"1618",42,2.5
"1619",42.5,2.5
"1620",43,2.5
"1621",43.5,2.5
"1622",44,2.5
"1623",44.5,2.5
"1624",45,2.5
"1625",45.5,2.5
"1626",46,2.5
"1627",46.5,2.5
"1628",47,2.5
"1629",25.5,3.125
"1630",26,3.125
"1631",26.5,3.125
"1632",27,3.125
"1633",27.5,3.125
"1634",28,3.125
"1635",28.5,3.125
"1636",29,3.125
"1637",29.5,3.125
"1638",30,3.125
"1639",30.5,3.125
"1640",31,3.125
"1641",31.5,3.125
"1642",32,3.125
"1643",32.5,3.125
"1644",33,3.125
"1645",33.5,3.125
"1646",34,3.125
"1647",34.5,3.125
"1648",35,3.125
"1649",35.5,3.125
"1650",36,3.125
"1651",36.5,3.125
"1652",37,3.125
"1653",37.5,3.125
"1654",38,3.125
"1655",38.5,3.125
"1656",39,3.125
"1657",39.5,3.125
"1658",40,3.125
"1659",40.5,3.125
"1660",41,3.125
"1661",41.5,3.125
"1662",42,3.125
"1663",42.5,3.125
"1664",43,3.125
"1665",43.5,3.125
"1666",44,3.125
"1667",44.5,3.125
"1668",45,3.125
"1669",45.5,3.125
"1670",46,3.125
"1671",46.5,3.125
"1672",47,3.125
"1673",25.5,3.75
"1674",26,3.75
"1675",26.5,3.75
"1676",27,3.75
"1677",27.5,3.75
"1678",28,3.75
"1679",28.5,3.75
"1680",29,3.75
"1681",29.5,3.75
"1682",30,3.75
"1683",30.5,3.75
"1684",31,3.75
"1685",31.5,3.75
"1686",32,3.75
"1687",32.5,3.75
"1688",33,3.75
"1689",33.5,3.75
"1690",34,3.75
"1691",34.5,3.75
"1692",35,3.75
"1693",35.5,3.75
"1694",36,3.75
"1695",36.5,3.75
"1696",37,3.75
"1697",37.5,3.75
"1698",38,3.75
"1699",38.5,3.75
"1700",39,3.75
"1701",39.5,3.75
"1702",40,3.75
"1703",40.5,3.75
"1704",41,3.75
"1705",41.5,3.75
"1706",42,3.75
"1707",42.5,3.75
"1708",43,3.75
"1709",43.5,3.75
"1710",44,3.75
"1711",44.5,3.75
"1712",45,3.75
"1713",45.5,3.75
"1714",46,3.75
"1715",46.5,3.75
"1716",47,3.75
"1717",25.5,4.375
"1718",26,4.375
"1719",26.5,4.375
"1720",27,4.375
"1721",27.5,4.375
"1722",28,4.375
"1723",28.5,4.375
"1724",29,4.375
"1725",29.5,4.375
"1726",30,4.375
"1727",30.5,4.375
"1728",31,4.375
"1729",31.5,4.375
"1730",32,4.375
"1731",32.5,4.375
"1732",33,4.375
"1733",33.5,4.375
"1734",34,4.375
"1735",34.5,4.375
"1736",35,4.375
"1737",35.5,4.375
"1738",36,4.375
"1739",36.5,4.375
"1740",37,4.375
"1741",37.5,4.375
"1742",38,4.375
"1743",38.5,4.375
"1744",39,4.375
"1745",39.5,4.375
"1746",40,4.375
"1747",40.5,4.375
"1748",41,4.375
"1749",41.5,4.375
"1750",42,4.375
"1751",42.5,4.375
"1752",43,4.375
"1753",43.5,4.375
"1754",44,4.375
"1755",44.5,4.375
"1756",45,4.375
"1757",45.5,4.375
"1758",46,4.375
"1759",46.5,4.375
"1760",47,4.375
"1761",25.5,5
"1762",26,5
"1763",26.5,5
"1764",27,5
"1765",27.5,5
"1766",28,5
"1767",28.5,5
"1768",29,5
"1769",29.5,5
"1770",30,5
"1771",30.5,5
"1772",31,5
"1773",31.5,5
"1774",32,5
"1775",32.5,5
"1776",33,5
"1777",33.5,5
"1778",34,5
"1779",34.5,5
"1780",35,5
"1781",35.5,5
"1782",36,5
"1783",36.5,5
"1784",37,5
"1785",37.5,5
"1786",38,5
"1787",38.5,5
"1788",39,5
"1789",39.5,5
"1790",40,5
"1791",40.5,5
"1792",41,5
"1793",41.5,5
"1794",42,5
"1795",42.5,5
"1796",43,5
"1797",43.5,5
"1798",44,5
"1799",44.5,5
"1800",45,5
"1801",45.5,5
"1802",46,5
"1803",46.5,5
"1804",47,5
"1805",25.5,5.625
"1806",26,5.625
"1807",26.5,5.625
"1808",27,5.625
"1809",27.5,5.625
"1810",28,5.625
"1811",28.5,5.625
"1812",29,5.625
"1813",29.5,5.625
"1814",30,5.625
"1815",30.5,5.625
"1816",31,5.625
"1817",31.5,5.625
"1818",32,5.625
"1819",32.5,5.625
"1820",33,5.625
"1821",33.5,5.625
"1822",34,5.625
"1823",34.5,5.625
"1824",35,5.625
"1825",35.5,5.625
"1826",36,5.625
"1827",36.5,5.625
"1828",37,5.625
"1829",37.5,5.625
"1830",38,5.625
"1831",38.5,5.625
"1832",39,5.625
"1833",39.5,5.625
"1834",40,5.625
"1835",40.5,5.625
"1836",41,5.625
"1837",41.5,5.625
"1838",42,5.625
"1839",42.5,5.625
"1840",43,5.625
"1841",43.5,5.625
"1842",44,5.625
"1843",44.5,5.625
"1844",45,5.625
"1845",45.5,5.625
"1846",46,5.625
"1847",46.5,5.625
"1848",47,5.625
